"","ResponseId","Q2","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15_1","Q15_2","Q15_3","Q16_1","Q16_2","Q16_3","Q17_1","Q17_2","Q17_3","Q17_4","Q18","Q19","Q20","Q21_1","Q21_2","Q21_3","Q21_4","Q21_5","Q21_6","Q21_7","Q21_8","Q21_9","Q22_1","Q22_2","Q22_3","Q23_1","Q23_2","Q23_3","Q24","Q25a","Q25b","Q26","Q27","Q28","Q29_1","Q29_2","Q29_3","Q29_4","Q29_5","Q29_6","Q29_7","Q29_8","Q29_9","Q29_10","Q29_11"
"395","R_3PYxxEp1B3VYChT",1,2,2,2,4,NA,2,2,2,NA,NA,2,1,1,1,2,2,2,2,2,2,2,5,5,2,5,3,4,1,1,1,3,4,4,2,2,2,2,1,1,4,3,NA,2,4,1,2,3,2,1,4,5,3,2,1,2,3
"396","R_z0yRKbpYrq7FaHD",2,2,1,1,1,3,2,3,2,NA,NA,2,2,2,2,2,1,2,4,3,1,3,4,1,5,1,1,5,1,2,1,5,5,5,5,2,3,1,1,2,2,3,NA,4,3,2,3,2,4,3,1,2,3,3,2,2,3
"397","R_3kBBPkKcQhFT6oQ",2,2,1,2,3,4,1,3,2,NA,NA,2,2,2,2,2,2,2,3,3,1,2,3,2,4,4,2,3,1,1,1,4,4,3,4,2,2,2,2,2,3,3,NA,2,3,1,3,3,3,3,2,3,4,3,3,4,4
"398","R_3iWIABmnE6p7QMa",1,2,2,2,4,NA,2,3,2,NA,NA,1,1,1,1,2,1,2,3,2,1,1,3,3,3,5,4,3,1,1,1,3,4,2,3,3,3,1,1,2,3,4,NA,2,3,1,2,3,1,1,3,4,2,2,2,3,3
"399","R_3khKQ89QrFO2OwV",1,2,2,2,4,NA,2,1,2,NA,NA,2,3,2,2,1,1,1,3,1,1,2,4,1,5,1,1,5,1,1,1,5,5,5,3,2,1,1,2,5,2,2,NA,2,2,2,1,4,2,3,4,2,2,1,1,2,5
"400","R_31Y1coyn4OTmplE",2,2,2,2,2,3,1,2,1,1,2,1,2,2,2,2,2,2,3,1,1,2,2,1,3,2,1,5,2,1,2,5,5,4,5,2,2,2,2,4,4,2,NA,2,3,2,1,3,2,3,3,4,2,2,1,2,2
"401","R_2QKD04DuaMqBmcw",1,2,2,2,4,NA,2,2,2,NA,NA,2,1,1,1,2,2,2,3,3,2,4,4,5,3,5,2,4,1,1,2,2,3,4,2,1,4,1,1,1,4,1,NA,2,3,1,2,4,3,2,5,4,2,2,2,2,2
"402","R_DwrBtypwebATbDr",1,1,1,1,1,1,2,1,2,NA,NA,2,2,2,2,1,1,1,4,4,1,4,1,1,1,1,1,3,3,3,3,2,3,3,5,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,2
"403","R_2CfCUxoWWtCsKuJ",2,2,2,2,4,NA,2,3,2,NA,NA,2,2,2,2,2,2,2,3,3,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,2,2,NA,3,1,1,3,3,3,3,3,3,3,3,3,3,3
"404","R_1oAxySArZB6mETi",1,2,1,2,3,4,1,1,1,2,NA,1,1,1,1,2,1,2,1,2,2,3,5,5,1,5,5,3,1,1,2,1,1,3,3,3,2,1,1,2,3,1,NA,3,4,1,2,2,3,2,2,3,4,3,3,2,4
"405","R_3KZaMschUnhlqzI",1,2,2,2,4,NA,2,3,2,NA,NA,2,1,1,1,2,2,2,3,3,1,3,5,2,2,4,5,2,1,1,1,5,4,4,2,2,2,2,2,1,3,1,NA,2,4,1,2,4,2,2,5,4,2,2,2,2,2
"406","R_24otb1NoXL1oBYJ",1,2,2,2,3,2,1,1,2,NA,NA,2,1,1,1,2,2,1,3,1,1,3,2,1,5,1,1,5,1,1,1,5,1,1,5,3,2,1,1,4,4,2,NA,3,3,1,1,4,2,1,4,4,2,2,1,2,2
"407","R_2OUOcPD6Wk6qjPy",1,1,2,2,4,NA,2,3,2,NA,NA,2,2,2,2,1,2,2,2,2,1,4,2,1,5,1,1,1,1,1,1,4,5,5,4,2,2,4,2,2,3,5,NA,3,2,1,2,2,3,2,3,4,2,2,3,3,3
"408","R_2YYgXZ4ObmBf7h4",1,2,2,2,4,NA,2,5,2,NA,NA,2,1,1,1,1,1,2,4,1,4,4,1,1,1,5,3,1,1,1,1,1,1,1,1,2,2,2,2,2,3,6,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"409","R_vwskHJWvfyjLxK1",2,2,1,1,2,2,2,3,2,NA,NA,2,3,2,2,2,1,1,4,2,1,4,3,2,4,5,1,1,1,1,1,5,3,3,5,2,3,1,1,3,1,6,NA,4,3,1,5,1,4,2,1,1,4,5,4,3,4
"410","R_w1pa5AFkNILFIyd",1,2,1,1,2,1,1,1,1,2,NA,1,1,2,1,2,2,2,2,1,1,2,4,2,1,5,5,4,2,2,2,5,2,2,5,2,2,2,2,4,2,3,NA,3,4,1,2,3,3,2,3,4,3,2,2,3,2
"411","R_3q7Jzy7LcV6AGfb",2,1,2,2,3,4,1,1,2,NA,NA,2,1,2,2,1,1,2,2,2,2,2,5,1,1,5,1,4,1,1,1,3,4,NA,5,NA,NA,1,1,1,1,6,NA,4,3,2,2,2,3,2,2,2,4,3,2,4,3
"412","R_1llQrTHE41r7jvh",1,2,2,2,2,2,1,2,2,NA,NA,2,3,3,3,1,1,1,4,1,1,3,2,4,2,2,2,3,3,2,1,4,3,3,2,2,3,1,1,3,2,2,NA,3,2,1,1,3,2,2,1,3,3,2,1,3,3
"413","R_27yAap6njX03AMK",2,1,2,2,4,NA,2,1,2,NA,NA,2,1,1,1,1,1,1,4,2,1,3,2,1,3,3,1,3,1,1,1,5,5,3,5,3,1,1,1,1,2,4,NA,3,4,2,1,4,2,2,2,2,1,3,1,2,2
"414","R_1g1qHJccm5TjfAn",1,1,2,2,4,NA,2,4,2,NA,NA,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,3,3,2,2,2,2,2,NA,3,2,1,2,2,2,2,2,2,2,2,2,2,2
"415","R_cPbdxdB03xSQJGx",2,2,2,2,4,NA,2,2,2,NA,NA,2,2,2,2,2,2,2,4,3,2,3,3,3,2,3,3,4,1,1,1,3,5,2,2,2,3,1,1,3,1,4,NA,3,3,1,2,3,4,2,2,3,3,3,3,4,5
"416","R_3kLjrmwQoCzcfDd",2,2,2,2,4,NA,2,4,2,NA,NA,2,1,1,1,1,1,1,2,2,2,3,3,4,5,2,2,4,2,2,2,4,3,4,2,4,4,4,4,3,2,5,NA,2,3,2,3,4,3,2,3,3,3,3,3,3,3
"417","R_1hTqhiPpkgJipHs",1,2,2,2,3,2,2,3,2,NA,NA,2,2,2,3,1,1,2,1,2,3,1,3,2,2,2,1,4,5,2,3,3,4,1,1,5,5,2,2,5,4,7,2,3,1,1,1,2,4,2,1,4,3,5,1,5,5
"418","R_3s52AWPVRA4nocm",3,2,2,2,4,NA,2,5,3,NA,NA,2,1,1,1,2,2,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5
"419","R_3oYEcNgL5Vwf12Y",2,1,2,2,2,1,2,5,2,NA,NA,2,1,1,1,2,1,1,2,1,3,3,3,5,1,5,NA,1,1,5,1,1,1,1,4,4,3,1,3,1,2,6,NA,3,2,1,2,4,2,1,5,5,3,2,1,1,5
"420","R_1rq8RhVIVc4SVkX",2,1,2,2,4,NA,2,5,2,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,NA,4,5,2,2,2,2,2,2,2,2,2,2,2,2
"421","R_1OH3w2ntD66OJMU",1,1,2,2,4,NA,2,5,2,NA,NA,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,3,3,2,3,2,1,1,3,1,1,1,1,1,1
"422","R_2tM5Pw0wI2DlLs1",2,2,2,2,4,NA,2,1,2,NA,NA,2,1,1,2,2,1,2,3,3,2,4,4,4,1,5,1,3,1,1,1,3,2,4,3,3,3,2,2,1,4,3,NA,1,2,1,2,5,2,2,3,4,2,1,2,1,3
"423","R_1f1qwTskyqAiXag",2,2,2,2,3,4,2,3,1,2,NA,1,1,2,2,2,2,2,1,1,2,4,3,3,1,5,3,2,1,1,1,3,1,1,4,2,2,2,2,2,2,2,NA,2,4,1,2,4,2,2,3,4,3,2,2,3,2
"424","R_2QzJ4ZGQymRuzhi",1,2,2,2,4,NA,2,1,2,NA,NA,2,3,2,2,2,1,2,3,2,3,1,3,1,5,3,1,2,3,1,2,1,3,4,2,2,4,1,2,4,4,4,NA,2,2,1,1,3,5,2,5,3,5,3,3,3,1
"425","R_AstnAJD5wTyKwzn",1,1,2,2,4,NA,2,3,2,NA,NA,2,2,2,1,1,1,1,3,1,1,2,4,3,3,3,1,4,2,5,4,3,2,2,2,3,3,2,4,2,2,4,NA,3,2,2,2,4,2,2,4,5,3,3,3,3,2
"426","R_25vgYUwHaKyL9V2",2,2,2,2,NA,6,2,5,2,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,3,3,3,3,3,4,3,3,3,3,3,2,3,3,1,1,NA,5,5,2,3,3,3,3,3,3,3,2,3,3,3
"427","R_1ff5VkK61Uxwsz5",2,2,NA,2,4,NA,2,3,2,NA,NA,NA,1,1,1,2,NA,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,NA,3,3,1,3,3,3,3,3,3,3,3,3,3,3
"428","R_oZRfRRhHhXuvwYh",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1
"429","R_1q3umrmGtAaoeCa",2,1,2,1,3,4,1,1,1,1,1,2,2,1,2,2,1,2,4,3,1,2,3,1,2,5,2,5,1,1,1,5,3,5,5,2,1,1,5,3,2,2,NA,4,3,2,2,4,1,1,2,4,5,4,3,4,4
"430","R_1jqvF9sMNL6P1oX",3,1,2,2,3,4,2,4,2,NA,NA,2,3,3,2,1,1,1,3,2,1,2,3,1,4,2,2,3,1,1,1,3,2,2,2,2,1,3,3,3,1,3,NA,4,2,1,2,1,2,2,3,2,2,3,3,2,2
"431","R_31GAuAiE1dlPXuX",1,2,2,2,4,NA,2,5,2,NA,NA,2,3,2,1,2,1,2,3,NA,NA,NA,3,4,4,NA,1,NA,1,1,1,5,5,5,2,2,2,4,5,4,1,2,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
"432","R_pJBwxAmjFjDIRWh",1,2,1,2,1,1,2,2,2,NA,NA,2,1,1,1,1,1,1,4,4,1,4,5,5,1,5,5,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,NA,3,2,1,1,5,1,1,5,2,1,1,1,2,5
"433","R_3hGfxyMm9tZ22Km",1,2,2,2,2,2,2,3,1,2,NA,2,2,NA,NA,1,2,2,1,3,2,4,2,2,3,2,2,4,2,4,1,4,4,5,3,3,1,2,1,3,4,3,NA,3,2,2,3,4,1,3,4,5,3,2,4,4,4
"434","R_1OqcqVhtoiIBZ5s",1,2,2,2,3,1,2,4,2,NA,NA,2,2,2,1,1,2,1,2,2,2,2,1,5,3,3,1,5,2,2,2,4,2,4,4,4,3,1,2,2,4,5,NA,2,5,2,2,3,1,2,4,5,4,2,1,2,4
"435","R_3LcZCuuweAV38lS",2,1,1,1,3,1,1,2,2,NA,NA,2,1,2,3,1,1,2,2,2,1,2,4,1,3,5,2,3,1,1,2,3,5,3,4,3,1,1,3,3,2,7,1,4,3,1,1,2,4,4,1,2,4,5,4,2,5
"436","R_3RjXdFeUegg5IBE",2,1,2,1,1,4,2,1,2,NA,NA,2,2,1,2,2,1,2,4,4,1,4,2,2,3,2,2,4,1,3,4,5,2,3,2,1,2,1,4,4,1,3,NA,4,3,1,1,2,5,4,4,4,2,3,5,5,4
"437","R_stIdJ0RzeoaI00x",3,2,2,2,4,NA,2,4,3,NA,NA,2,3,3,3,2,2,2,4,4,4,4,5,5,5,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,1,7,NA,1,1,1,3,3,3,3,3,3,3,3,3,3,3
"438","R_2AMW4yak6NVoGEX",NA,1,2,2,4,NA,2,1,2,NA,NA,2,3,3,3,1,1,1,4,4,1,4,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,5,5,5,3,2,NA,2,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","R_2zosW5DQ4J8fLpl",2,2,2,2,4,NA,2,3,2,NA,NA,1,1,1,1,2,2,2,1,1,3,3,5,5,1,5,5,1,2,2,2,1,1,1,3,3,3,5,3,1,1,4,NA,4,2,1,2,5,2,1,5,4,5,2,2,2,2
"440","R_2Bt9Bwhwdy0PxdJ",2,2,1,1,2,2,1,1,2,NA,NA,2,1,1,3,2,2,1,2,1,1,4,3,3,1,5,3,1,1,1,1,1,3,1,4,1,5,5,1,3,1,6,NA,4,4,2,4,1,5,4,1,2,5,5,3,3,5
"441","R_3L6Zg7PLylztqam",2,2,2,2,3,4,2,3,2,NA,NA,2,2,2,2,2,1,2,2,2,4,2,4,3,4,3,4,4,3,4,3,3,3,4,3,3,3,2,3,4,2,4,NA,3,3,1,3,4,4,3,4,3,4,4,4,2,2
"442","R_2dXBLaouZT4YSw8",2,1,1,2,3,3,2,3,2,NA,NA,2,3,3,2,2,1,2,3,3,2,2,2,2,3,3,2,3,2,2,2,3,4,3,2,2,2,2,2,3,2,3,NA,4,2,2,4,4,3,3,4,2,4,5,NA,4,5
"443","R_3fdc74Zn33AqKcl",2,2,2,2,4,NA,2,2,2,NA,NA,2,3,2,2,2,2,2,2,1,2,2,4,3,1,3,3,3,3,3,3,4,3,3,2,2,1,1,4,4,1,3,NA,4,1,1,3,3,3,3,2,3,3,3,3,3,2
"444","R_3CIoEy5Ce9HDMHZ",1,1,2,2,4,NA,2,4,3,NA,NA,2,3,2,3,2,1,2,4,4,4,4,3,2,3,3,3,3,2,3,1,3,2,3,3,2,5,3,2,3,1,4,NA,3,4,1,3,3,2,2,3,3,2,1,1,3,2
"445","R_2A0SA4Uh8t9lY17",2,2,2,2,4,NA,2,3,2,NA,NA,2,2,1,1,2,2,2,3,2,1,3,4,4,3,4,1,2,2,1,1,5,5,5,3,3,3,1,2,2,2,2,NA,2,3,1,2,3,2,2,3,3,2,3,3,2,2
"446","R_3iHUSxmg467jeXx",1,1,1,1,2,1,1,1,1,2,NA,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,NA,1,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,2
"447","R_2aXDW8j3B1CdL7w",1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,3,3,2,4,2,1,3,2,3,3,2,2,2,2,3,3,2,2,2,2,3,3,NA,2,2,1,1,4,1,2,3,4,1,2,1,1,3
"448","R_2bTtYPSCoO6AZbB",3,2,1,1,1,1,2,1,2,NA,NA,2,1,1,2,2,1,1,3,1,1,4,1,1,5,1,1,5,1,1,1,5,5,5,1,1,1,1,1,5,3,3,NA,3,5,1,2,1,1,5,1,1,1,3,2,1,5
"449","R_2ARV27ybWniIF7O",1,1,1,2,3,4,1,1,2,NA,NA,2,2,3,3,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,NA,5,2,2,1,1,1,1,1,1,1,1,1,1,1
"450","R_3BIzvSIeyzbzERP",1,2,2,2,3,1,2,5,2,NA,NA,2,3,2,2,2,1,2,3,3,3,1,3,2,1,5,1,1,1,1,1,5,1,1,3,3,3,5,5,5,3,4,NA,2,4,2,1,3,1,1,2,2,1,1,2,1,4
"451","R_27QnNEI67r91ofr",1,2,2,2,1,6,1,1,3,NA,NA,2,1,1,1,2,1,1,1,3,2,1,5,5,1,5,5,1,1,1,2,1,1,2,1,2,5,1,1,2,4,6,NA,2,1,1,1,3,2,3,2,5,5,3,2,2,3
"452","R_1H8CZdEj2pNVH0o",2,2,2,2,3,6,2,5,2,NA,NA,2,3,1,2,1,1,2,2,3,3,3,3,2,3,3,2,2,1,3,4,3,1,3,4,4,4,NA,2,1,4,2,NA,3,4,2,3,2,2,4,2,1,1,NA,4,2,1
"453","R_3OpHoyMvIACc5H3",3,2,2,2,3,2,1,3,1,1,1,1,2,1,1,2,2,1,2,2,1,3,2,2,1,5,2,3,1,1,1,5,4,5,5,2,2,2,2,4,3,2,NA,3,3,1,2,4,4,2,2,1,5,4,4,2,5
"454","R_25EO4clYT8K2REa",2,2,2,2,4,NA,2,5,2,NA,NA,2,2,3,2,2,1,2,1,1,1,1,4,4,4,2,2,2,2,2,1,3,3,2,3,3,1,1,1,1,2,6,NA,3,2,1,2,4,1,1,3,3,2,1,3,3,3
"455","R_3kpTLgjlYA9rzGp",2,1,2,2,3,2,1,1,2,NA,NA,2,2,2,2,2,1,2,4,3,1,3,4,1,3,5,5,4,1,1,1,5,2,5,4,3,3,1,1,2,2,6,NA,3,3,2,2,2,3,2,1,1,2,3,3,2,5
"456","R_1F8UhqtvwJR3unK",1,1,2,2,4,NA,2,1,2,NA,NA,2,2,2,1,2,2,2,1,1,1,1,3,3,1,5,5,1,3,2,2,2,1,2,1,1,1,5,2,2,1,6,NA,3,2,1,2,4,1,1,2,4,3,3,5,4,3
"457","R_1P7XCZ2V34ia2Eo",3,1,1,1,1,2,1,1,1,2,NA,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,NA,4,4,2,1,1,1,1,1,1,1,1,1,1,1
"458","R_2sYZ7Iiuk7xvAjv",3,2,2,2,2,3,1,1,2,NA,NA,2,2,1,2,1,1,1,3,2,1,2,3,2,3,1,1,4,1,1,1,4,5,4,2,2,3,3,4,2,3,4,NA,2,2,2,2,3,1,2,4,4,2,2,2,2,2
"459","R_27efSg12E39Yrke",2,2,1,2,3,4,1,2,2,NA,NA,2,2,2,1,2,1,2,2,2,2,2,3,3,3,4,2,3,2,1,1,2,3,3,4,4,2,2,2,3,1,6,NA,4,3,1,2,3,3,3,4,3,4,4,4,2,4
"460","R_3hlT7fMhrreCqEr",2,1,1,2,4,NA,2,5,2,NA,NA,2,3,2,2,2,1,1,3,1,1,2,4,3,2,4,1,1,1,1,1,5,5,4,5,2,1,2,3,1,3,2,NA,2,2,1,1,3,2,1,3,5,2,1,1,1,4
"461","R_2uOMCblW75aJkHs",1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"462","R_21nvQwJMbcutYvW",1,1,2,2,4,NA,2,5,2,NA,NA,2,2,2,1,2,1,1,4,2,2,2,3,4,4,2,2,3,2,3,2,1,3,3,1,3,2,2,3,3,4,3,NA,2,2,1,2,2,2,2,3,3,2,2,1,3,3
"463","R_3q99roNBSKdMT6l",2,1,2,2,3,4,1,1,2,NA,NA,2,2,3,2,1,2,1,3,3,3,3,4,3,2,2,3,4,4,3,2,4,3,3,3,3,2,4,3,3,2,4,NA,3,3,1,3,3,2,3,4,3,3,3,3,3,4
"464","R_OBaYDhUTmU0HJJv",2,2,2,2,4,NA,2,3,2,NA,NA,2,1,1,1,1,1,2,4,4,2,4,3,5,3,4,1,3,2,1,1,4,4,4,4,2,3,3,4,2,3,7,1,2,3,1,2,5,2,1,5,5,2,2,2,2,4
"465","R_qFxoRlLqXLBHDZD",2,2,2,2,4,NA,2,1,1,2,NA,2,1,1,1,2,2,2,4,4,4,4,3,5,2,5,5,1,1,1,1,1,1,1,3,3,3,3,3,3,3,6,NA,2,3,1,1,5,1,1,3,3,3,1,1,1,1
"466","R_3s6nzKQLYdVn7vH",1,2,2,2,3,1,1,1,2,NA,NA,2,3,1,3,1,NA,2,2,1,1,1,1,2,1,1,4,1,1,1,1,5,1,5,1,1,2,1,5,5,1,1,NA,4,1,2,5,5,1,1,1,1,1,5,5,5,1
"467","R_w0Q3zgbVqr7zHMt",1,1,1,1,1,2,1,2,1,2,NA,2,1,1,2,2,1,1,1,2,3,4,1,1,2,2,3,1,4,1,3,3,2,4,2,3,1,3,4,2,1,2,NA,3,2,1,2,2,4,2,2,4,2,2,2,1,3
"468","R_1kF8V724ouojZbe",2,1,1,1,2,1,2,4,1,2,NA,1,1,2,2,2,1,2,2,2,2,1,4,5,1,5,5,3,1,1,1,1,3,3,2,2,2,5,3,2,2,4,NA,3,4,1,4,4,3,3,2,2,4,4,4,2,4
"469","R_2wzR0CSKZJdN7o8",3,1,1,2,2,2,2,1,2,NA,NA,2,2,1,1,2,2,2,1,1,1,1,4,1,2,4,1,3,4,1,1,2,3,5,5,2,NA,1,1,1,3,4,NA,3,4,2,2,5,2,2,4,4,3,3,2,2,3
"470","R_9WxPTJ0x9n3mt6p",3,1,1,2,3,1,2,3,2,NA,NA,2,2,2,3,2,2,1,2,2,2,2,5,5,2,4,3,3,3,3,3,3,3,3,1,1,1,1,2,1,1,4,NA,3,2,1,1,3,3,2,2,3,2,3,2,2,1
"471","R_OClJ6e2uWUxDdfP",3,1,2,1,2,2,1,2,2,NA,NA,2,1,1,1,NA,NA,NA,4,4,3,4,4,5,3,2,3,3,3,3,2,4,1,3,3,2,3,2,4,4,2,2,NA,2,2,NA,1,4,3,1,3,1,3,4,2,3,2
"472","R_24Q13Dh5qbwUBEZ",1,1,1,1,2,1,2,5,2,NA,NA,2,3,3,3,2,1,2,1,1,1,1,5,5,1,1,2,5,1,1,1,1,3,1,3,3,1,1,1,1,1,3,NA,4,3,1,4,3,4,3,2,2,2,NA,4,5,5
"473","R_1CmzSrAGMKdlXhw",2,2,2,1,4,NA,2,5,1,2,NA,2,3,2,2,2,2,1,3,3,3,3,5,5,1,5,4,3,2,1,3,4,2,3,4,1,1,2,2,1,2,7,1,3,2,1,4,1,4,5,1,1,3,1,1,1,1
"474","R_3L7opBtBb1XJCpF",2,2,2,2,4,NA,2,5,2,NA,NA,2,1,1,NA,2,2,2,2,NA,NA,NA,3,1,3,5,3,4,5,3,2,3,4,4,5,3,1,4,NA,3,3,5,NA,3,4,2,4,2,3,2,4,3,2,4,2,4,2
"475","R_BJLKJ90fTEkX8vn",2,1,2,1,4,NA,1,5,1,3,NA,1,3,1,3,1,1,2,1,1,1,1,1,2,5,1,1,4,2,5,1,1,1,1,5,4,4,1,5,1,2,1,NA,1,1,2,5,5,3,5,1,3,3,3,3,3,3
"476","R_3NKCNj0J1GtdK4H",3,2,2,2,2,1,2,3,1,1,1,1,1,1,1,2,2,2,1,1,1,4,5,5,1,5,5,5,1,1,1,1,1,3,5,1,1,1,3,1,1,4,NA,4,2,1,4,2,4,2,2,4,4,4,2,4,4
"477","R_2uIgww7rRRONQEf",3,2,2,2,3,4,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,3,4,5,1,5,1,5,1,1,1,3,5,5,3,2,2,1,1,1,2,2,NA,3,5,2,4,1,3,2,2,1,2,4,4,2,5
"478","R_xttDFSMJJUVeXHH",1,1,2,2,3,2,1,2,1,1,1,1,1,1,1,2,2,2,3,3,2,3,4,3,1,5,5,1,1,1,2,1,1,1,3,2,1,3,3,2,3,3,NA,2,4,1,2,3,2,2,3,3,2,2,2,2,2
"479","R_3ha7j8KMV0WY56q",1,2,2,2,4,NA,2,4,2,NA,NA,2,1,1,1,2,2,2,1,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,2,3,4,3,3,3,3,NA,2,3,1,2,2,2,2,4,4,2,2,2,2,2
"480","R_1MROOYCDNLZD70D",3,1,1,1,1,2,2,3,2,NA,NA,2,2,2,2,2,1,2,1,1,1,3,4,1,3,3,2,2,1,1,1,3,2,2,5,2,1,2,3,3,1,6,NA,5,5,2,4,2,4,4,1,1,4,5,5,4,5
"481","R_3Jx9ZatDNzPsHP5",3,1,2,2,1,1,2,3,2,NA,NA,2,2,2,2,2,1,1,1,1,1,4,5,1,3,3,2,3,1,1,2,5,2,4,3,3,1,1,1,3,2,6,NA,3,4,1,3,5,4,2,3,3,3,4,3,4,2
"482","R_31gQb4m3gdVAlZv",2,2,2,2,4,NA,2,3,2,NA,NA,1,2,2,2,NA,NA,NA,4,4,4,4,3,5,5,1,1,5,1,3,1,5,5,5,4,3,1,1,1,1,1,7,2,5,4,2,2,1,5,4,1,1,4,5,3,5,5
"483","R_qU8BBWkP5JSso9P",1,2,2,2,3,1,2,2,1,2,NA,2,2,2,2,2,2,2,2,1,1,2,2,1,3,2,1,2,1,1,1,5,2,2,4,3,2,1,3,2,2,5,NA,3,2,1,4,2,2,2,2,2,3,4,4,4,1
"484","R_XYAVRwAr5V3pvZn",1,1,1,1,4,NA,2,3,2,NA,NA,2,3,3,3,1,1,1,4,4,4,4,4,1,2,3,4,3,2,3,4,4,2,3,4,1,3,3,3,3,1,3,NA,4,2,2,3,4,4,4,4,4,3,4,2,3,3
"485","R_3HBouVHx2uxvLgy",1,2,2,2,4,NA,2,5,1,1,1,2,2,2,3,2,1,1,3,1,1,1,3,3,2,3,3,4,4,4,3,2,2,4,3,3,2,3,4,2,1,2,NA,2,3,1,1,3,1,3,2,3,3,2,1,4,1
"486","R_3qdt7IQfWOgnvf0",3,2,2,2,4,NA,2,1,1,1,2,2,1,1,1,1,1,NA,3,2,2,2,5,3,1,5,5,2,1,1,1,1,1,1,4,2,2,5,3,4,2,6,NA,3,4,1,3,4,3,2,3,2,2,3,2,3,4
"487","R_RgjDMCTUN3WRzoJ",2,2,1,2,4,NA,2,1,2,NA,NA,2,2,1,1,1,2,2,4,4,4,4,3,5,3,3,1,4,1,1,1,1,2,3,2,2,4,1,3,2,4,5,NA,2,2,2,2,5,2,1,5,5,2,2,1,2,2
"488","R_1ieMUkwOTVE39HJ",3,2,2,2,3,2,2,3,1,2,NA,2,1,1,1,2,2,2,3,1,1,2,4,3,1,2,1,3,2,1,1,2,3,3,1,2,1,1,1,1,2,5,NA,3,4,1,2,2,2,2,2,3,3,4,2,3,3
"489","R_9sswgHliTicQNZT",3,2,2,1,2,3,2,4,1,2,NA,2,2,2,3,2,NA,1,NA,1,1,NA,4,2,4,4,4,NA,2,2,2,1,NA,5,5,3,2,4,5,3,1,6,NA,5,4,1,1,4,2,1,2,2,3,2,2,2,2
"490","R_2tr1clS2UXsyNkG",2,1,2,1,4,NA,2,1,1,2,NA,2,2,1,1,2,1,1,1,2,1,3,3,2,2,4,1,3,1,1,1,4,3,3,4,2,1,2,3,2,2,7,1,4,5,2,3,1,2,4,1,1,3,2,2,4,5
"491","R_qUWsdlcFZz9cChr",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,2,2,2,1,1,1
"492","R_3n8bnk4Um7pHBkZ",3,2,2,2,3,2,1,3,2,NA,NA,2,2,2,1,2,2,2,2,4,1,2,5,4,1,5,5,1,2,3,4,4,1,1,2,3,1,1,2,1,2,6,NA,3,3,1,2,3,2,2,2,3,2,2,1,2,2
"493","R_eYgVqbkVtybMtOx",3,2,2,2,4,NA,2,3,2,NA,NA,2,1,1,1,1,1,NA,1,NA,NA,NA,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,2,3,4,2,1,NA,3,3,1,3,3,3,3,3,3,3,3,3,3,3
